Ticker,Sector,Industry,Company_Type,Current_Price,DCF_Price,Technical_Price,Comparable_Price,Startup_Price,Equity Value,RSI 14,Current_Multiples,Technical Trend on MA,MA_20,MA_50,MA_200,Relative_Valuation,Last_Close,Market_Cap,PE_Ratio,Revenue_Growth,Quality_Score,Quality_Grade,Growth_Quality,Median_Growth,Current_Revenue,Implied_Value_Estimate,Key_Risks,Recommendation,Confidence,Signal-Bullish,Signal-Bearish,Signal-Neutral,Signal-DCF,Signal-Startup,Signal-Technical,Signal-Comparable,Risk_Level,Investment_Thesis,Data_Quality,Next_Steps,Errors
ABVEW,Consumer Defensive,Packaged Foods,turnaround,$0.27,$-inf,$0.27,$0.00,$0.00,"$-183,108,021",,"{'pe': None, 'ps': None, 'pb': -0.46138284}",Insufficient Moving Averages Data,,,,Fair,$0.00,$0,,-0.45,7,D,,0,$0,$0,"['Weak financial health', 'Limited financial data availability']",SELL,Medium,[],"['DCF shows -inf% downside', 'Poor quality metrics']","['Technical: Insufficient Moving Averages Data', 'Fair valuation vs peers']",Strong Sell,,Neutral,Hold,Medium,Turnaround company requiring careful timing. Current signals: sell.,Low,"['Monitor for fundamental changes before reconsidering', 'Seek additional data sources beyond yFinance']",[]
ABVX,Healthcare,Biotechnology,turnaround,$82.55,$-23.90,$572.01,$0.93,$0.00,"$-1,850,313,085",59.34104510372074,"{'pe': None, 'ps': 1061.2924, 'pb': -108.4757}",Strong Uptrend,83.98549995422363,70.17079977035523,22.702199954986572,Overvalued,$0.00,"$6,392,163,840",,-0.813,10,D,,0,$0,$0,['Weak financial health'],HOLD,Low,"['Technical: Strong Uptrend', 'Strong volume supporting uptrend']","['DCF shows -129% downside', 'Trading above peer multiples', 'Poor quality metrics']",[],Strong Sell,,Buy,Sell,Medium,Turnaround company requiring careful timing. Current signals: hold.,Medium,"['Monitor for catalysts that could change thesis', 'Review position at next earnings announcement']",[]
ACAD,Healthcare,Biotechnology,mature_profitable,$21.26,$37.42,$18.05,$65.86,$0.00,"$6,313,470,984",30.584390905327325,"{'pe': 15.984962, 'ps': 3.5203402, 'pb': 4.359237}",Downtrend,24.710000038146973,24.293999977111817,19.918800039291384,Undervalued,$0.00,"$3,586,821,888",15.984962,0.093,69,B,,0,$0,$0,[],BUY,High,"['DCF shows 76% upside', 'Trading below peer multiples', 'Good quality company metrics']","['Technical: Downtrend', 'High volume selling pressure']",[],Strong Buy,,Sell,Buy,Low,Stable dividend-paying company. DCF suggests Strong Buy with B quality metrics.,High,"['Consider position sizing based on risk tolerance', 'Monitor quarterly earnings for confirmation of thesis', 'Review management guidance and forward outlook']",[]
ACB,Healthcare,Drug Manufacturers - Specialty & Generic,startup_loss_making,$5.18,$0.00,$9.33,$0.00,$29.98,$0,55.55729177467026,,Strong Uptrend,5.065999960899353,4.90670000076294,4.760524994134903,N/A,$0.00,"$291,388,768",,0.175,30,D,Moderate (15-30%),21.8%,"$343,293,000","$1,647,806,400",['Weak financial health'],MONITOR,Low,['Technical: Strong Uptrend'],['Poor quality metrics'],['Mixed startup fundamentals'],,Monitor,Buy,,Very High,High-risk speculative play on revenue growth potential. Monitor based on cash runway and growth metrics.,Medium,"['Wait for clearer fundamental signals', 'Consider adding to watchlist for quarterly review']",[]
ACDC,Energy,Oil & Gas Equipment & Services,commodity,$3.79,$7.14,$6.70,$11.79,$0.00,"$1,291,936,859",39.77996989172791,"{'pe': None, 'ps': 0.32149976, 'pb': 0.6935041}",Strong Downtrend,3.8240000009536743,5.1968000125885006,6.700399994850159,Undervalued,$0.00,"$685,501,760",,-0.134,0,D,,0,$0,$0,['Weak financial health'],HOLD,Low,"['DCF shows 88% upside', 'Trading below peer multiples']","['Technical: Strong Downtrend', 'High volume selling pressure', 'Poor quality metrics']",[],Strong Buy,,Sell,Buy,Medium,Commodity company requiring careful timing. Current signals: hold.,Medium,"['Monitor for catalysts that could change thesis', 'Review position at next earnings announcement']",[]
ACET,Healthcare,Biotechnology,startup_loss_making,$0.85,$0.00,$1.24,$0.00,$1.32,$0,60.87911786389209,,Uptrend,0.7839350044727326,0.738134001493454,0.7778384996950627,N/A,$0.00,"$71,157,008",,,18,D,Moderate (15-30%),28.4%,$0,$0,"['Bankruptcy risk', 'High risk: <2 years cash runway', 'Weak financial health']",AVOID,High,['Technical: Uptrend'],"['Critical cash runway or poor growth', 'Poor quality metrics']",[],,Avoid,Buy,,Very High,High-risk speculative play on revenue growth potential. Avoid based on cash runway and growth metrics.,Medium,"['Exit position immediately if held', 'Monitor for fundamental changes before reconsidering']",[]
ACFN,Technology,Scientific & Technical Instruments,growth_profitable,$28.51,$40.10,$47.86,$55.09,$0.00,"$100,298,779",51.05382123693707,"{'pe': 10.0035095, 'ps': 5.401913, 'pb': 10.378595}",Strong Uptrend,28.92400007247925,26.22620012283325,19.388500018119814,Undervalued,$0.00,"$71,316,056",10.0035095,0.549,86,A,,0,$0,$0,[],BUY,High,"['DCF shows 41% upside', 'Technical: Strong Uptrend', 'Strong volume supporting uptrend', 'Trading below peer multiples', 'High quality company metrics']",[],[],Strong Buy,,Buy,Buy,Low,Growth company with A fundamentals. Multiple analysis methods suggest buy.,High,"['Consider position sizing based on risk tolerance', 'Monitor quarterly earnings for confirmation of thesis', 'Review management guidance and forward outlook']",[]
ACGL,Financial Services,Insurance - Diversified,financial,$90.76,$0.00,$103.02,$123.54,$0.00,$0,53.21479791524586,"{'pe': 9.385729, 'ps': 1.7682956, 'pb': 1.5277404}",Uptrend,90.31300010681153,89.71720016479492,91.5361999130249,Undervalued,$0.00,"$33,873,473,536",9.385729,0.233,64,B,,0,$0,$0,[],BUY,Medium,"['Technical: Uptrend', 'Strong volume supporting uptrend', 'Trading below peer multiples', 'Good quality company metrics']",[],[],,,Buy,Buy,Low,Financial company requiring careful timing. Current signals: buy.,High,"['Consider position sizing based on risk tolerance', 'Monitor quarterly earnings for confirmation of thesis']",[]
ACGLN,Financial Services,Insurance - Diversified,financial,$18.21,$0.00,$20.64,$0.00,$0.00,$0,69.6493665048455,"{'pe': 3.8819013, 'ps': None, 'pb': 0.30652437}",Strong Uptrend,17.865652084350586,17.355427780151366,17.13086784362793,Overvalued,$0.00,$0,3.8819013,0.233,59,C,,0,$0,$0,[],HOLD,Low,['Technical: Strong Uptrend'],['Trading above peer multiples'],[],,,Buy,Sell,Low,Financial company requiring careful timing. Current signals: hold.,High,"['Monitor for catalysts that could change thesis', 'Review position at next earnings announcement']",[]
ACGLO,Financial Services,Insurance - Diversified,financial,$21.92,$0.00,$24.42,$108.93,$0.00,$0,70.43206294772772,"{'pe': 4.6727777, 'ps': 0.6672223, 'pb': 0.36897388}",Strong Uptrend,21.57740983963013,20.96895050048828,20.46565749168396,Undervalued,$0.00,"$12,781,310,976",4.6727777,0.233,59,C,,0,$0,$0,[],HOLD,Low,"['Technical: Strong Uptrend', 'Trading below peer multiples']",[],[],,,Buy,Buy,Low,Financial company requiring careful timing. Current signals: hold.,High,"['Monitor for catalysts that could change thesis', 'Review position at next earnings announcement']",[]
ACHC,Healthcare,Medical Care Facilities,turnaround,$24.59,$-20.62,$32.13,$83.21,$0.00,"$-1,904,369,356",62.01776235453362,"{'pe': 16.177631, 'ps': 0.70312, 'pb': 0.7221521}",Uptrend,22.58749990463257,21.840200004577635,28.97399995803833,Undervalued,$0.00,"$2,270,802,688",16.177631,0.092,37,D,,0,$0,$0,['Weak financial health'],HOLD,Low,"['Technical: Uptrend', 'Strong volume supporting uptrend', 'Trading below peer multiples']","['DCF shows -184% downside', 'Poor quality metrics']",[],Strong Sell,,Buy,Buy,Medium,Turnaround company requiring careful timing. Current signals: hold.,High,"['Monitor for catalysts that could change thesis', 'Review position at next earnings announcement']",[]
ACHV,Healthcare,Biotechnology,startup_loss_making,$3.08,$0.00,$4.34,$0.00,$0.89,$0,55.678664422090236,,Uptrend,2.996499979496002,2.8019999980926515,2.99549999833107,N/A,$0.00,"$157,403,296",,,18,D,Unknown,0.0%,$0,$0,"['Bankruptcy risk', 'High risk: <2 years cash runway', 'Weak financial health']",AVOID,High,"['Technical: Uptrend', 'Strong volume supporting uptrend']","['Critical cash runway or poor growth', 'Poor quality metrics']",[],,Avoid,Buy,,Very High,High-risk speculative play on revenue growth potential. Avoid based on cash runway and growth metrics.,Medium,"['Exit position immediately if held', 'Monitor for fundamental changes before reconsidering']",[]
ACIC,Financial Services,Insurance - Property & Casualty,financial,$11.30,$0.00,$13.88,$17.21,$0.00,$0,55.49165827426432,"{'pe': 6.890244, 'ps': 1.7216375, 'pb': 1.5237325}",Uptrend,11.126000022888183,10.83859998703003,11.506798214912415,Undervalued,$0.00,"$551,047,936",6.890244,-0.235,40,C,,0,$0,$0,[],HOLD,Low,"['Technical: Uptrend', 'Trading below peer multiples']",[],[],,,Buy,Buy,Low,Financial company requiring careful timing. Current signals: hold.,High,"['Monitor for catalysts that could change thesis', 'Review position at next earnings announcement']",[]
ACIU,Healthcare,Biotechnology,turnaround,$2.73,$5.85,$4.38,$3.45,$0.00,"$588,140,513",69.0467627988578,"{'pe': None, 'ps': 9.49713, 'pb': 3.6742935}",Strong Uptrend,2.3450000166893004,2.246900005340576,2.218350005745888,Undervalued,$0.00,"$274,638,016",,0.901,28,D,,0,$0,$0,['Weak financial health'],HOLD,Low,"['DCF shows 114% upside', 'Technical: Strong Uptrend', 'Trading below peer multiples']",['Poor quality metrics'],[],Strong Buy,,Buy,Buy,Medium,Turnaround company requiring careful timing. Current signals: hold.,Medium,"['Monitor for catalysts that could change thesis', 'Review position at next earnings announcement']",[]
ACIW,Technology,Software - Infrastructure,mature_profitable,$52.28,$96.19,$61.69,$65.29,$0.00,"$9,925,770,681",65.82090712164408,"{'pe': 22.152542, 'ps': 3.1723158, 'pb': 3.8797772}",Uptrend,50.33400001525879,47.27860008239746,50.051300067901614,Undervalued,$0.00,"$5,394,881,536",22.152542,0.074,47,C,,0,$0,$0,[],BUY,Medium,"['DCF shows 84% upside', 'Technical: Uptrend', 'Strong volume supporting uptrend', 'Trading below peer multiples']",[],[],Strong Buy,,Buy,Buy,Low,Stable dividend-paying company. DCF suggests Strong Buy with C quality metrics.,High,"['Consider position sizing based on risk tolerance', 'Monitor quarterly earnings for confirmation of thesis', 'Review management guidance and forward outlook']",[]
ACLS,Technology,Semiconductor Equipment & Materials,mature_profitable,$97.16,$127.47,$147.16,$148.62,$0.00,"$4,004,855,674",70.85443641780434,"{'pe': 19.828571, 'ps': 3.474798, 'pb': 2.985772}",Strong Uptrend,86.91700096130371,80.68820037841797,67.05360000610352,Undervalued,$0.00,"$3,113,728,256",19.828571,-0.242,64,B,,0,$0,$0,[],BUY,High,"['DCF shows 31% upside', 'Technical: Strong Uptrend', 'Trading below peer multiples', 'Good quality company metrics']",[],[],Strong Buy,,Buy,Buy,Low,Stable dividend-paying company. DCF suggests Strong Buy with B quality metrics.,High,"['Consider position sizing based on risk tolerance', 'Monitor quarterly earnings for confirmation of thesis', 'Review management guidance and forward outlook']",[]
ACLX,Healthcare,Biotechnology,startup_loss_making,$78.75,$0.00,$120.05,$0.00,$11.89,$0,62.20724992882498,,Strong Uptrend,74.39750061035156,72.25669967651368,68.31022500991821,N/A,$0.00,"$4,367,389,184",,-0.724,20,D,Declining,-2.2%,"$107,936,000","$259,046,400","['Bankruptcy risk', 'Weak financial health']",AVOID,High,['Technical: Strong Uptrend'],"['Critical cash runway or poor growth', 'Poor quality metrics']",[],,Avoid,Buy,,Very High,High-risk speculative play on revenue growth potential. Avoid based on cash runway and growth metrics.,Medium,"['Exit position immediately if held', 'Monitor for fundamental changes before reconsidering']",[]
ACMR,Technology,Semiconductor Equipment & Materials,mature_profitable,$38.69,$55.34,$67.85,$65.03,$0.00,"$3,273,592,918",77.92969398764174,"{'pe': 23.307228, 'ps': 3.0462031, 'pb': 2.514787}",Strong Uptrend,30.932999897003175,29.256599998474123,23.92917501926422,Undervalued,$0.00,"$2,483,161,344",23.307228,0.064,69,B,,0,$0,$0,[],BUY,High,"['DCF shows 43% upside', 'Technical: Strong Uptrend', 'Strong volume supporting uptrend', 'Trading below peer multiples', 'Good quality company metrics']",[],[],Strong Buy,,Buy,Buy,Low,Stable dividend-paying company. DCF suggests Strong Buy with B quality metrics.,High,"['Consider position sizing based on risk tolerance', 'Monitor quarterly earnings for confirmation of thesis', 'Review management guidance and forward outlook']",[]
ACNB,Financial Services,Banks - Regional,financial,$44.53,$0.00,$59.43,$22.58,$0.00,$0,49.08405961913875,"{'pe': 16.311356, 'ps': 3.7879858, 'pb': 1.1807911}",Strong Uptrend,45.014507102966306,43.91933715820313,41.62704969406128,Overvalued,$0.00,"$466,123,008",16.311356,0.313,57,C,,0,$0,$0,[],HOLD,Low,['Technical: Strong Uptrend'],['Trading above peer multiples'],[],,,Buy,Sell,Low,Financial company requiring careful timing. Current signals: hold.,High,"['Monitor for catalysts that could change thesis', 'Review position at next earnings announcement']",[]
ACNT,Basic Materials,Steel,turnaround,$12.57,$22.33,$16.01,$46.06,$0.00,"$209,182,268",52.02703475569373,"{'pe': None, 'ps': 0.68227047, 'pb': 1.3212109}",Strong Uptrend,12.378000020980835,12.552200031280517,12.229100003242493,Undervalued,$0.00,"$117,755,784",,-0.131,20,D,,0,$0,$0,['Weak financial health'],HOLD,Low,"['DCF shows 78% upside', 'Technical: Strong Uptrend', 'Trading below peer multiples']",['Poor quality metrics'],[],Strong Buy,,Buy,Buy,Medium,Turnaround company requiring careful timing. Current signals: hold.,Medium,"['Monitor for catalysts that could change thesis', 'Review position at next earnings announcement']",[]
ACOG,Healthcare,Biotechnology,startup_loss_making,$8.00,$0.00,$5.95,$0.00,$2.44,$0,40.092237552729,,Downtrend,8.707999992370606,8.987299976348877,7.2842949819564815,N/A,$0.00,"$129,286,296",,,18,D,Unknown,0.0%,$0,$0,"['Bankruptcy risk', 'Weak financial health']",AVOID,High,[],"['Critical cash runway or poor growth', 'Technical: Downtrend', 'Poor quality metrics']",[],,Avoid,Sell,,Very High,High-risk speculative play on revenue growth potential. Avoid based on cash runway and growth metrics.,Medium,"['Exit position immediately if held', 'Monitor for fundamental changes before reconsidering']",[]
ACON,Healthcare,Health Information Services,startup_loss_making,$7.70,$0.00,$16.78,$0.00,$22.28,$0,50.289406540066636,,Uptrend,7.591999983787536,7.409660005569458,207.55614522218704,N/A,$0.00,"$4,484,256",,0.761,35,D,Weak (<15%),0.3%,"$45,724","$109,738","['Bankruptcy risk', 'Weak financial health']",AVOID,High,['Technical: Uptrend'],"['Critical cash runway or poor growth', 'Poor quality metrics']",[],,Avoid,Buy,,Very High,High-risk speculative play on revenue growth potential. Avoid based on cash runway and growth metrics.,Medium,"['Exit position immediately if held', 'Monitor for fundamental changes before reconsidering']",[]
ACONW,Healthcare,Health Information Services,startup_loss_making,$0.03,$0.00,$0.03,$0.00,$0.00,$0,,,Insufficient Moving Averages Data,,,,N/A,$0.00,$0,,0.761,35,D,Weak (<15%),0.3%,"$45,724","$109,738","['Bankruptcy risk', 'Weak financial health']",AVOID,High,[],"['Critical cash runway or poor growth', 'Poor quality metrics']",['Technical: Insufficient Moving Averages Data'],,Avoid,Neutral,,Very High,High-risk speculative play on revenue growth potential. Avoid based on cash runway and growth metrics.,Medium,"['Exit position immediately if held', 'Monitor for fundamental changes before reconsidering']",[]
ACRS,Healthcare,Biotechnology,startup_loss_making,$1.87,$0.00,$2.83,$0.00,$1.31,$0,49.568425491803715,,Uptrend,1.947999995946884,1.7777999901771546,1.8617249995470047,N/A,$0.00,"$202,581,248",,-0.358,20,D,Weak (<15%),5.0%,"$18,720,000","$44,928,000","['Bankruptcy risk', 'High risk: <2 years cash runway', 'Weak financial health']",AVOID,High,['Technical: Uptrend'],"['Critical cash runway or poor growth', 'Poor quality metrics']",[],,Avoid,Buy,,Very High,High-risk speculative play on revenue growth potential. Avoid based on cash runway and growth metrics.,Medium,"['Exit position immediately if held', 'Monitor for fundamental changes before reconsidering']",[]
ACRV,Healthcare,Biotechnology,startup_loss_making,$1.56,$0.00,$2.42,$0.00,$4.27,$0,54.67562231651043,,Uptrend,1.5099999904632568,1.402799994945526,3.0478000056743624,N/A,$0.00,"$49,070,804",,,18,D,Unknown,0.0%,$0,$0,"['Bankruptcy risk', 'Weak financial health']",AVOID,High,['Technical: Uptrend'],"['Critical cash runway or poor growth', 'Poor quality metrics']",[],,Avoid,Buy,,Very High,High-risk speculative play on revenue growth potential. Avoid based on cash runway and growth metrics.,Medium,"['Exit position immediately if held', 'Monitor for fundamental changes before reconsidering']",[]
ACT,Financial Services,Insurance - Specialty,financial,$38.70,$0.00,$47.04,$35.15,$0.00,$0,58.607750017743385,"{'pe': 8.775511, 'ps': 4.667479, 'pb': 1.0994319}",Strong Uptrend,38.28900032043457,37.02837944030762,34.82856143951416,Undervalued,$0.00,"$5,708,467,200",8.775511,0.02,47,C,,0,$0,$0,[],HOLD,Low,"['Technical: Strong Uptrend', 'Strong volume supporting uptrend', 'Trading below peer multiples']",[],[],,,Buy,Buy,Low,Financial company requiring careful timing. Current signals: hold.,High,"['Monitor for catalysts that could change thesis', 'Review position at next earnings announcement']",[]
